OSEBuildingID,DataYear,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),SteamUse(kBtu),NaturalGas(kBtu),GHGEmissionsIntensity,TotalGHGEmissions,GHGEmissionsIntensity,BuildingType,PrimaryPropertyType,CouncilDistrictCode,Neighborhood,Latitude,Longitude
25361.0,2016.0,1961.0,1.0,1.0,43578.0,0.0,31.70000076,1436773.875,0.0,316650.0,0.57,24.63,0.57,SPS-District K-12,K-12 School,4,NORTHEAST,47.68503,-122.28267
25364.0,2016.0,1956.0,1.0,2.0,28800.0,0.0,39.70000076,1143826.625,0.0,465168.0,1.02,29.44,1.02,NonResidential,Self-Storage Facility,3,GREATER DUWAMISH,47.59291,-122.31042
25371.0,2016.0,2009.0,4.0,2.0,28500.0,0.0,37.40000153,1162561.125,0.0,445054.0,1.0,28.64,1.0,NonResidential,K-12 School,3,CENTRAL,47.61791,-122.28594
25451.0,2016.0,1978.0,1.0,2.0,26519.0,0.0,140.1999969,3717064.0,0.0,1546514.0,3.67,97.27,3.67,NonResidential,Restaurant,3,LAKE UNION,47.62902,-122.33173
25452.0,2016.0,1988.0,1.0,2.0,34639.0,15402.0,359.7000122,15480681.0,0.0,8838336.0,14.89,515.71,14.89,NonResidential,Mixed Use Property,3,LAKE UNION,47.62774,-122.33384
25457.0,2016.0,1921.0,1.0,2.0,26300.0,0.0,134.5,3537841.5,0.0,1999918.0,4.45,116.94,4.45,NonResidential,Other,7,MAGNOLIA / QUEEN ANNE,47.62643,-122.33946
25461.0,2016.0,1962.0,1.0,2.0,34072.0,0.0,193.3000031,6584966.5,0.0,3920779.0,6.66,226.81,6.66,NonResidential,Restaurant,7,LAKE UNION,47.63734,-122.33988
25462.0,2016.0,1949.0,1.0,3.0,23355.0,0.0,38.40000153,840549.375,0.0,0.0,0.25,5.86,0.25,NonResidential,Small- and Mid-Sized Office,7,LAKE UNION,47.63614,-122.33982
25464.0,2016.0,1965.0,1.0,4.0,30840.0,0.0,116.4000015,3542708.5,0.0,1658414.0,3.28,101.21,3.28,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.63575,-122.33895
25471.0,2016.0,1946.0,1.0,1.0,20332.0,0.0,19.29999924,392683.6875,0.0,178757.0,0.54,10.99,0.54,NonResidential,Other,4,NORTHEAST,47.67642,-122.3035
25513.0,2016.0,1900.0,1.0,1.0,21850.0,0.0,14.5,317794.4063,0.0,235738.0,0.6,13.09,0.6,NonResidential,Worship Facility,3,CENTRAL,47.61118,-122.288
25522.0,2016.0,1997.0,1.0,4.0,32282.0,6985.0,55.0,1391714.25,0.0,540057.0,1.07,34.62,1.07,NonResidential,Mixed Use Property,4,NORTHEAST,47.66827,-122.29978
25528.0,2016.0,1983.0,1.0,13.0,307557.0,83064.0,40.79999924,9512829.0,0.0,0.0,0.22,66.32,0.22,NonResidential,Large Office,7,DOWNTOWN,47.60449,-122.33803
25537.0,2016.0,1918.0,1.0,2.0,28309.0,0.0,15.19999981,430308.9063,0.0,191828.0,0.42,11.85,0.42,NonResidential,Self-Storage Facility,7,MAGNOLIA / QUEEN ANNE,47.64633,-122.3508
25540.0,2016.0,1914.0,1.0,4.0,45500.0,0.0,61.5,2799595.0,941139.6875,788902.0,2.68,122.0,2.68,NonResidential,Hotel,7,DOWNTOWN,47.60154,-122.3352
25541.0,2016.0,1900.0,1.0,5.0,38376.0,0.0,65.0,2058532.875,0.0,0.0,0.37,14.35,0.37,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60106,-122.33458
25543.0,2016.0,1900.0,1.0,4.0,42804.0,0.0,50.29999924,1544501.75,0.0,775085.0,1.09,46.53,1.09,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60149,-122.33458
25546.0,2016.0,2005.0,1.0,5.0,57600.0,0.0,138.0,6983736.0,0.0,3785814.0,3.88,223.36,3.88,NonResidential,Mixed Use Property,7,DOWNTOWN,47.6005,-122.33514
25548.0,2016.0,1900.0,1.0,4.0,33300.0,0.0,38.70000076,1287497.375,0.0,211994.0,0.56,18.76,0.56,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60023,-122.33459
25553.0,2016.0,1900.0,1.0,3.0,25450.0,0.0,19.79999924,503744.6875,0.0,0.0,0.14,3.51,0.14,NonResidential,Hotel,7,DOWNTOWN,47.60035,-122.33379
25554.0,2016.0,1900.0,1.0,3.0,22200.0,0.0,8.5,188745.7031,0.0,124293.0,0.32,7.05,0.32,NonResidential,Other,7,DOWNTOWN,47.59976,-122.33514
25563.0,2016.0,1968.0,1.0,2.0,29498.0,0.0,130.3999939,3768900.5,0.0,515217.0,1.7,50.05,1.7,NonResidential,Warehouse,7,MAGNOLIA / QUEEN ANNE,47.64306,-122.34219
25567.0,2016.0,1938.0,1.0,1.0,23050.0,0.0,20.20000076,466672.6875,0.0,0.0,0.14,3.25,0.14,NonResidential,Warehouse,4,LAKE UNION,47.64793,-122.34358
25568.0,2016.0,2008.0,1.0,4.0,48350.0,0.0,72.19999695,3168131.0,0.0,0.0,0.46,22.09,0.46,NonResidential,Small- and Mid-Sized Office,4,LAKE UNION,47.64747,-122.34086
25572.0,2016.0,1930.0,1.0,1.0,46059.0,0.0,34.40000153,1582655.875,0.0,208582.0,0.45,20.66,0.45,NonResidential,Retail Store,4,NORTHEAST,47.66097,-122.3192
25635.0,2016.0,1970.0,1.0,2.0,23595.0,0.0,34.59999847,817409.625,0.0,18009.0,0.28,6.53,0.28,NonResidential,Medical Office,4,NORTHEAST,47.67437,-122.3181
25657.0,2016.0,1900.0,1.0,3.0,28142.0,0.0,30.10000038,847097.8125,340615.5938,92381.0,1.21,34.08,1.21,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.59938,-122.33328
25658.0,2016.0,1900.0,1.0,3.0,28760.0,0.0,107.5,2615973.5,500752.8125,1543021.0,4.33,124.59,4.33,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.59954,-122.33327
25659.0,2016.0,1902.0,1.0,4.0,39030.0,0.0,18.39999962,713326.875,0.0,188985.0,0.35,13.69,0.35,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.59979,-122.33318
25661.0,2016.0,1909.0,1.0,3.0,47215.0,0.0,45.5,2092696.0,0.0,991813.0,1.35,63.81,1.35,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60071,-122.33377
25663.0,2016.0,1926.0,1.0,2.0,61580.0,27000.0,115.8000031,4199443.0,0.0,872398.0,1.13,69.53,1.13,Nonresidential COS,Other,3,EAST,47.61492,-122.31728
25664.0,2016.0,1917.0,1.0,3.0,30720.0,0.0,41.90000153,1288669.5,0.0,358585.0,0.83,25.53,0.83,NonResidential,Small- and Mid-Sized Office,3,EAST,47.61459,-122.31724
25666.0,2016.0,1916.0,1.0,2.0,20640.0,0.0,19.29999924,412562.4063,0.0,0.0,0.14,2.88,0.14,NonResidential,Mixed Use Property,3,EAST,47.61428,-122.31726
25667.0,2016.0,1912.0,1.0,2.0,34914.0,0.0,42.40000153,1333289.625,0.0,0.0,0.27,9.29,0.27,NonResidential,Mixed Use Property,3,EAST,47.61421,-122.3193
25670.0,2016.0,1906.0,1.0,3.0,20897.0,0.0,56.59999847,964923.8125,0.0,239681.0,0.85,17.79,0.85,NonResidential,Small- and Mid-Sized Office,3,EAST,47.61508,-122.31845
25671.0,2016.0,1916.0,1.0,2.0,36940.0,0.0,9.100000381,336745.4063,0.0,0.0,0.06,2.35,0.06,NonResidential,Retail Store,3,EAST,47.61478,-122.31847
25672.0,2016.0,1913.0,1.0,3.0,22866.0,0.0,50.5,1153690.125,0.0,275735.0,0.91,20.76,0.91,NonResidential,Small- and Mid-Sized Office,3,EAST,47.61435,-122.31859
25673.0,2016.0,1920.0,1.0,1.0,30240.0,0.0,38.40000153,1264626.875,0.0,203265.0,0.6,18.19,0.6,NonResidential,Retail Store,3,EAST,47.61466,-122.31984
25674.0,2016.0,1910.0,1.0,3.0,32100.0,0.0,3.400000095,108200.3984,0.0,96830.0,0.16,5.22,0.16,NonResidential,Low-Rise Multifamily,3,EAST,47.61427,-122.31977
25694.0,2016.0,1962.0,1.0,2.0,28586.0,0.0,187.8999939,5078204.0,0.0,0.0,1.24,35.4,1.24,NonResidential,Other,4,NORTHEAST,47.65729,-122.31937
25709.0,2016.0,1908.0,1.0,3.0,28800.0,0.0,161.3000031,4644346.0,0.0,3426052.0,6.61,190.45,6.61,NonResidential,Hotel,2,DOWNTOWN,47.59766,-122.32394
25711.0,2016.0,1913.0,1.0,3.0,28800.0,0.0,31.20000076,899924.1875,0.0,497017.0,1.01,29.21,1.01,NonResidential,Restaurant,2,DOWNTOWN,47.59697,-122.32474
25713.0,2016.0,1979.0,1.0,3.0,35202.0,0.0,108.0999985,3605755.5,0.0,0.0,0.71,25.14,0.71,NonResidential,Small- and Mid-Sized Office,2,DOWNTOWN,47.59644,-122.32415
25737.0,2016.0,1969.0,1.0,6.0,95117.0,26082.0,104.3000031,7202141.5,0.0,2895138.0,1.93,183.79,1.93,NonResidential,Senior Care Community,7,EAST,47.61318,-122.32747
25743.0,2016.0,1910.0,1.0,2.0,24600.0,0.0,13.5,331059.5,0.0,72748.0,0.23,5.66,0.23,NonResidential,Worship Facility,3,EAST,47.61426,-122.32661
25745.0,2016.0,1900.0,1.0,1.0,48850.0,0.0,28.89999962,1063480.5,815676.125,7881.0,1.33,65.05,1.33,NonResidential,Worship Facility,3,EAST,47.60514,-122.32613
25772.0,2016.0,1961.0,1.0,3.0,54863.0,0.0,18.60000038,2037720.625,0.0,0.0,0.26,14.21,0.26,NonResidential,Hospital,1,SOUTHWEST,47.58767,-122.38672
25839.0,2016.0,1964.0,1.0,1.0,25000.0,0.0,79.59999847,1989103.875,0.0,1127483.0,2.64,65.89,2.64,NonResidential,Warehouse,2,GREATER DUWAMISH,47.55317,-122.33289
25842.0,2016.0,1960.0,1.0,1.0,25000.0,0.0,11.5,287132.5,0.0,143335.0,0.34,8.61,0.34,NonResidential,Warehouse,2,GREATER DUWAMISH,47.55544,-122.33294
25844.0,2016.0,1927.0,1.0,1.0,22622.0,0.0,33.70000076,774075.6875,0.0,458640.0,1.17,26.56,1.17,NonResidential,Other,2,GREATER DUWAMISH,47.55523,-122.33448
25847.0,2016.0,1917.0,1.0,3.0,27544.0,0.0,46.09999847,1031667.5,0.0,221553.0,0.63,17.41,0.63,NonResidential,Small- and Mid-Sized Office,3,EAST,47.61543,-122.32657
25886.0,2016.0,1989.0,1.0,7.0,47415.0,0.0,43.40000153,1478979.25,0.0,0.0,0.22,10.31,0.22,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.61161,-122.34592
25907.0,2016.0,1961.0,1.0,3.0,22960.0,0.0,98.69999695,2266983.0,0.0,1724655.0,4.15,95.38,4.15,NonResidential,Other,7,MAGNOLIA / QUEEN ANNE,47.63644,-122.34218
25914.0,2016.0,1998.0,1.0,1.0,44739.0,0.0,326.0,14585813.0,0.0,6315500.0,8.79,393.07,8.79,NonResidential,Supermarket / Grocery Store,3,EAST,47.62048,-122.31386
25932.0,2016.0,1948.0,1.0,1.0,22778.0,0.0,56.5,2470566.0,0.0,2246207.0,5.31,120.86,5.31,NonResidential,Mixed Use Property,4,NORTHEAST,47.66816,-122.27706
25935.0,2016.0,1956.0,1.0,2.0,21562.0,0.0,40.40000153,866806.0,0.0,677016.0,1.73,37.28,1.73,NonResidential,Worship Facility,6,BALLARD,47.68517,-122.38733
25954.0,2016.0,1959.0,1.0,1.0,25753.0,0.0,53.5,1378130.25,0.0,1146587.0,2.43,62.51,2.43,NonResidential,Other,3,CENTRAL,47.62322,-122.29006
25955.0,2016.0,1928.0,1.0,3.0,71280.0,0.0,319.3999939,22767828.0,0.0,15239341.0,12.09,861.85,12.09,NonResidential,Other,3,EAST,47.62816,-122.28067
25956.0,2016.0,1925.0,1.0,3.0,38297.0,0.0,48.20000076,1845150.625,0.0,1220568.0,1.81,69.18,1.81,SPS-District K-12,K-12 School,3,EAST,47.63408,-122.28483
25965.0,2016.0,1963.0,1.0,16.0,153312.0,0.0,93.0,20628680.0,0.0,14061838.0,5.17,792.6,5.17,NonResidential,Senior Care Community,3,EAST,47.63429,-122.27652
25992.0,2016.0,2009.0,1.0,19.0,1206670.0,201857.0,54.59999847,27684480.0,0.0,4341053.0,0.33,393.29,0.33,NonResidential,Mixed Use Property,7,DOWNTOWN,47.61811,-122.33908
26002.0,2016.0,1968.0,1.0,1.0,24200.0,0.0,34.20000076,826488.6875,0.0,360154.0,0.92,22.38,0.92,NonResidential,Worship Facility,2,SOUTHEAST,47.53857,-122.28026
26017.0,2016.0,1981.0,1.0,4.0,23513.0,2211.0,81.69999695,1740568.25,0.0,816119.0,2.12,49.79,2.12,NonResidential,Residence Hall,7,MAGNOLIA / QUEEN ANNE,47.63651,-122.34418
26040.0,2016.0,1994.0,1.0,3.0,66610.0,0.0,9.600000381,640377.0,0.0,310963.0,0.28,18.81,0.28,NonResidential,Self-Storage Facility,1,DELRIDGE,47.56785,-122.37039
26233.0,2016.0,1950.0,1.0,1.0,36000.0,0.0,103.0,3646053.75,0.0,723217.0,1.63,58.79,1.63,NonResidential,Other,2,GREATER DUWAMISH,47.56774,-122.33289
26098.0,2016.0,1938.0,1.0,2.0,23222.0,0.0,81.30000305,1219863.125,0.0,1009100.0,2.37,55.06,2.37,NonResidential,K-12 School,5,NORTHWEST,47.71387,-122.3535
26115.0,2016.0,1924.0,1.0,2.0,24476.0,0.0,111.4000015,2662054.25,0.0,1584953.0,3.75,91.69,3.75,NonResidential,Mixed Use Property,3,EAST,47.61426,-122.3253
26119.0,2016.0,1910.0,1.0,2.0,24750.0,0.0,34.70000076,782343.8125,0.0,490226.0,1.13,28.07,1.13,NonResidential,Retail Store,3,EAST,47.61386,-122.32481
26125.0,2016.0,1904.0,1.0,3.0,60000.0,0.0,74.30000305,3625407.5,0.0,2088395.0,2.03,121.63,2.03,NonResidential,K-12 School,3,EAST,47.61339,-122.32594
26126.0,2016.0,1954.0,1.0,2.0,46560.0,0.0,14.80000019,690557.6875,0.0,270845.0,0.37,17.31,0.37,NonResidential,Other,3,EAST,47.61449,-122.32592
26139.0,2016.0,1980.0,1.0,3.0,30408.0,0.0,57.59999847,1440554.25,0.0,0.0,0.33,10.04,0.33,NonResidential,Other,7,MAGNOLIA / QUEEN ANNE,47.63303,-122.34268
26146.0,2016.0,1920.0,1.0,3.0,30109.0,0.0,51.59999847,1465795.75,0.0,516161.0,1.13,34.03,1.13,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.63439,-122.34078
26150.0,2016.0,1964.0,1.0,2.0,39929.0,0.0,45.40000153,1813718.0,0.0,748607.0,1.18,47.18,1.18,SPS-District K-12,K-12 School,1,SOUTHWEST,47.55257,-122.38019
26154.0,2016.0,1960.0,1.0,2.0,25481.0,0.0,36.0,917100.3125,0.0,697809.0,1.51,38.59,1.51,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.63985,-122.36712
26157.0,2016.0,1967.0,1.0,1.0,141297.0,0.0,137.5,19423344.0,0.0,12625460.0,5.08,717.93,5.08,NonResidential,Senior Care Community,2,SOUTHEAST,47.53515,-122.26556
26183.0,2016.0,1912.0,1.0,2.0,27788.0,0.0,56.59999847,2119806.25,0.0,459842.0,1.3,35.99,1.3,NonResidential,Small- and Mid-Sized Office,7,LAKE UNION,47.62298,-122.33082
26218.0,2016.0,1990.0,1.0,4.0,41704.0,8584.0,46.59999847,1943899.25,0.0,974707.0,1.4,58.52,1.4,NonResidential,Hotel,5,NORTHWEST,47.729,-122.34473
26235.0,2016.0,1941.0,1.0,2.0,22324.0,0.0,28.0,588856.125,0.0,394958.0,1.0,22.33,1.0,NonResidential,Warehouse,2,GREATER DUWAMISH,47.56683,-122.33358
26236.0,2016.0,1946.0,1.0,2.0,31360.0,0.0,53.90000153,1725108.25,0.0,598714.0,1.26,39.65,1.26,NonResidential,Other,2,GREATER DUWAMISH,47.5661,-122.33358
26237.0,2016.0,1947.0,1.0,1.0,30496.0,0.0,61.09999847,1992158.25,0.0,696304.0,1.51,46.01,1.51,NonResidential,Mixed Use Property,2,GREATER DUWAMISH,47.56555,-122.33362
26254.0,2016.0,1922.0,1.0,3.0,27600.0,0.0,48.0,1072151.375,0.0,110412.0,0.46,12.57,0.46,NonResidential,Small- and Mid-Sized Office,3,EAST,47.61545,-122.3238
26289.0,2016.0,1961.0,1.0,2.0,55974.0,0.0,109.5999985,6135173.0,0.0,3477370.0,3.63,203.21,3.63,NonResidential,Senior Care Community,6,NORTHWEST,47.66312,-122.35311
26319.0,2016.0,1971.0,1.0,2.0,52901.0,0.0,42.29999924,2240342.0,0.0,966345.0,1.14,60.2,1.14,SPS-District K-12,K-12 School,2,GREATER DUWAMISH,47.53074,-122.28491
26324.0,2016.0,1954.0,1.0,1.0,22583.0,0.0,87.69999695,1981360.0,0.0,1237654.0,3.14,70.92,3.14,NonResidential,Senior Care Community,5,NORTH,47.70883,-122.28887
26331.0,2016.0,1997.0,1.0,3.0,31686.0,7358.0,72.80000305,2305643.5,0.0,0.0,0.51,16.07,0.51,NonResidential,Small- and Mid-Sized Office,4,LAKE UNION,47.66117,-122.3391
26348.0,2016.0,1981.0,1.0,3.0,26694.0,6034.0,28.89999962,720170.6875,0.0,0.0,0.19,5.02,0.19,NonResidential,Small- and Mid-Sized Office,4,LAKE UNION,47.6483,-122.33438
26359.0,2016.0,1972.0,1.0,1.0,29400.0,0.0,9.100000381,227509.5,0.0,0.0,0.05,1.59,0.05,NonResidential,Warehouse,5,NORTHWEST,47.70833,-122.34429
26379.0,2016.0,1992.0,1.0,3.0,22452.0,0.0,55.40000153,1244150.0,0.0,719765.0,1.87,41.88,1.87,NonResidential,Hotel,2,GREATER DUWAMISH,47.54774,-122.32091
26392.0,2016.0,1912.0,1.0,2.0,25767.0,0.0,90.69999695,1581352.75,0.0,0.0,0.43,11.02,0.43,NonResidential,Other,4,NORTHEAST,47.66148,-122.31279
26393.0,2016.0,1953.0,1.0,4.0,33910.0,0.0,62.79999924,1822834.25,0.0,552710.0,1.13,38.21,1.13,NonResidential,Retail Store,4,NORTHEAST,47.66188,-122.31279
26396.0,2016.0,1927.0,1.0,2.0,78401.0,0.0,31.39999962,2462408.25,0.0,1522434.0,1.11,87.41,1.11,NonResidential,Worship Facility,4,NORTHEAST,47.6645,-122.31224
26460.0,2016.0,1979.0,1.0,2.0,78716.0,0.0,52.09999847,4103800.75,0.0,422994.0,0.61,48.13,0.61,NonResidential,Warehouse,4,LAKE UNION,47.64748,-122.33435
26465.0,2016.0,1910.0,1.0,2.0,33300.0,0.0,51.90000153,1594733.625,0.0,1258827.0,2.08,69.2,2.08,NonResidential,K-12 School,4,LAKE UNION,47.66389,-122.33692
26473.0,2016.0,1957.0,1.0,1.0,28808.0,0.0,296.2000122,9232576.0,0.0,3519045.0,7.87,226.73,7.87,NonResidential,Supermarket / Grocery Store,4,LAKE UNION,47.66185,-122.33594
26528.0,2016.0,1957.0,1.0,1.0,27966.0,7004.0,52.5,1100499.75,0.0,0.0,0.27,7.67,0.27,NonResidential,Small- and Mid-Sized Office,4,NORTHEAST,47.66345,-122.3134
26529.0,2016.0,1950.0,1.0,1.0,26226.0,0.0,293.7999878,7588060.5,0.0,2238590.0,5.96,156.18,5.96,NonResidential,Supermarket / Grocery Store,4,NORTHEAST,47.66429,-122.31389
26535.0,2016.0,1976.0,1.0,2.0,34948.0,15755.0,60.5,1159807.125,0.0,0.0,0.23,8.09,0.23,NonResidential,Mixed Use Property,4,NORTHEAST,47.6616,-122.31393
26587.0,2016.0,1998.0,1.0,3.0,37639.0,9999.0,221.3999939,6197824.5,0.0,0.0,1.15,43.21,1.15,NonResidential,Small- and Mid-Sized Office,4,LAKE UNION,47.6342,-122.32661
26593.0,2016.0,1900.0,1.0,4.0,22840.0,0.0,38.59999847,881386.1875,0.0,0.0,0.27,6.14,0.27,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60102,-122.33378
26594.0,2016.0,1900.0,1.0,1.0,21420.0,0.0,41.70000076,810636.875,0.0,88170.0,0.45,9.72,0.45,NonResidential,Other,7,DOWNTOWN,47.60135,-122.33327
26596.0,2016.0,1900.0,1.0,1.0,20880.0,0.0,32.70000076,683274.0,0.0,0.0,0.23,4.76,0.23,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.6011,-122.33197
26600.0,2016.0,1966.0,1.0,3.0,26000.0,0.0,40.90000153,1063035.875,0.0,242975.0,0.72,18.62,0.72,NonResidential,Mixed Use Property,7,DOWNTOWN,47.59938,-122.33197
26601.0,2016.0,1900.0,1.0,3.0,38675.0,0.0,118.4000015,1938776.75,0.0,658682.0,1.14,43.91,1.14,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.59954,-122.33201
26602.0,2016.0,1929.0,1.0,4.0,49951.0,0.0,91.59999847,5134446.0,382080.0,2659447.0,3.71,185.33,3.71,Nonresidential COS,Small- and Mid-Sized Office,7,DOWNTOWN,47.59986,-122.33195
26611.0,2016.0,2010.0,1.0,2.0,25880.0,0.0,75.0,1941728.75,0.0,135908.0,0.77,19.81,0.77,NonResidential,Medical Office,2,SOUTHEAST,47.5195,-122.26935
26657.0,2016.0,1927.0,1.0,3.0,41013.0,0.0,31.39999962,1080821.0,0.0,647911.0,0.91,37.43,0.91,NonResidential,Worship Facility,4,NORTHEAST,47.66517,-122.31037
26667.0,2016.0,2004.0,1.0,2.0,21075.0,0.0,75.0,1581036.75,0.0,928977.0,2.56,53.88,2.56,NonResidential,Other,4,NORTHEAST,47.66453,-122.30999
26670.0,2016.0,1950.0,1.0,3.0,46485.0,0.0,24.20000076,1544995.75,0.0,785803.0,1.01,47.03,1.01,NonResidential,Worship Facility,4,NORTHEAST,47.67842,-122.31949
26681.0,2016.0,1965.0,1.0,4.0,56896.0,0.0,34.40000153,1402048.5,0.0,404925.0,0.5,28.46,0.5,NonResidential,Small- and Mid-Sized Office,6,NORTHWEST,47.67819,-122.3231
26695.0,2016.0,1978.0,1.0,2.0,27500.0,0.0,21.0,577123.125,0.0,233454.0,0.54,14.79,0.54,NonResidential,Worship Facility,6,NORTHWEST,47.67783,-122.32577
26705.0,2016.0,1930.0,1.0,2.0,36630.0,0.0,16.39999962,541943.3125,0.0,0.0,0.1,3.78,0.1,NonResidential,Small- and Mid-Sized Office,2,DOWNTOWN,47.59856,-122.33248
26706.0,2016.0,1900.0,1.0,3.0,26830.0,0.0,78.19999695,2099386.75,0.0,1003417.0,2.27,60.93,2.27,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.59954,-122.33115
26708.0,2016.0,1906.0,1.0,5.0,41920.0,0.0,26.29999924,1103594.75,0.0,0.0,0.18,7.69,0.18,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.59971,-122.33065
26710.0,2016.0,1905.0,1.0,5.0,36879.0,0.0,34.90000153,1537570.25,0.0,351553.0,0.73,26.94,0.73,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60048,-122.33157
26711.0,2016.0,1904.0,1.0,6.0,29820.0,0.0,53.70000076,1601955.625,0.0,532160.0,1.2,35.72,1.2,NonResidential,Other,7,DOWNTOWN,47.60055,-122.33057
26719.0,2016.0,1905.0,1.0,2.0,33640.0,0.0,39.5,1078535.75,0.0,0.0,0.22,7.52,0.22,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60026,-122.3299
26720.0,2016.0,1906.0,1.0,4.0,43484.0,0.0,36.0,1567040.75,0.0,0.0,0.25,10.92,0.25,NonResidential,Warehouse,7,DOWNTOWN,47.59986,-122.32987
26726.0,2016.0,1900.0,1.0,3.0,22480.0,0.0,34.09999847,981009.125,0.0,0.0,0.3,6.84,0.3,NonResidential,Mixed Use Property,2,DOWNTOWN,47.599,-122.32717
26728.0,2016.0,1925.0,1.0,4.0,33018.0,0.0,165.5,4857581.5,0.0,3030034.0,5.26,173.67,5.26,NonResidential,Hotel,2,DOWNTOWN,47.5985,-122.32677
26731.0,2016.0,1970.0,1.0,2.0,26510.0,0.0,32.0,987063.6875,0.0,93265.0,0.42,11.18,0.42,NonResidential,Small- and Mid-Sized Office,2,DOWNTOWN,47.5962,-122.32548
26759.0,2016.0,1938.0,1.0,1.0,40028.0,0.0,19.0,942415.1875,0.0,4216.0,0.17,6.76,0.17,NonResidential,Warehouse,4,LAKE UNION,47.65429,-122.32618
26761.0,2016.0,2007.0,1.0,3.0,44510.0,18228.0,83.30000305,2188051.25,0.0,0.0,0.34,15.25,0.34,NonResidential,Small- and Mid-Sized Office,4,LAKE UNION,47.65373,-122.32721
26773.0,2016.0,1954.0,1.0,1.0,21624.0,0.0,30.79999924,666687.5,0.0,353571.0,0.97,20.96,0.97,NonResidential,Worship Facility,5,NORTH,47.71705,-122.28577
26808.0,2016.0,1970.0,1.0,1.0,42239.0,0.0,44.0,2145603.5,0.0,1251280.0,1.72,72.69,1.72,SPS-District K-12,K-12 School,6,NORTHWEST,47.6763,-122.3285
26821.0,2016.0,1925.0,1.0,3.0,51360.0,0.0,27.5,1403094.75,0.0,442909.0,0.59,30.22,0.59,SPS-District K-12,K-12 School,6,NORTHWEST,47.66828,-122.3266
26833.0,2016.0,1993.0,1.0,3.0,21600.0,0.0,71.30000305,1539176.625,0.0,470135.0,1.5,32.42,1.5,NonResidential,Small- and Mid-Sized Office,2,DOWNTOWN,47.59819,-122.32599
26834.0,2016.0,1909.0,1.0,3.0,20620.0,0.0,36.20000076,747456.875,0.0,337398.0,1.01,20.78,1.01,NonResidential,Mixed Use Property,2,DOWNTOWN,47.59769,-122.32537
26838.0,2016.0,1910.0,1.0,5.0,40552.0,0.0,29.60000038,1200180.875,0.0,972746.0,1.31,53.25,1.31,NonResidential,Hotel,2,DOWNTOWN,47.59983,-122.32598
26847.0,2016.0,1909.0,1.0,3.0,31432.0,0.0,45.79999924,1439572.375,0.0,0.0,0.32,10.04,0.32,NonResidential,Small- and Mid-Sized Office,2,DOWNTOWN,47.60105,-122.32542
26849.0,2016.0,1917.0,1.0,2.0,24550.0,0.0,39.79999924,977230.3125,0.0,114794.0,0.27,6.73,0.27,NonResidential,Retail Store,2,DOWNTOWN,47.59935,-122.32468
26870.0,2016.0,2000.0,1.0,2.0,61052.0,0.0,38.79999924,2366929.5,0.0,677992.0,0.78,47.78,0.78,SPS-District K-12,K-12 School,4,LAKE UNION,47.65753,-122.32405
26883.0,2016.0,1908.0,1.0,3.0,25864.0,0.0,47.20000076,1028277.313,0.0,594718.0,1.34,34.61,1.34,NonResidential,Other,3,CENTRAL,47.60285,-122.31458
26905.0,2016.0,1924.0,1.0,3.0,20686.0,0.0,58.40000153,1207504.0,0.0,743236.0,2.06,42.71,2.06,NonResidential,Other,4,NORTHEAST,47.66192,-122.30998
26906.0,2016.0,1929.0,1.0,3.0,22124.0,0.0,28.79999924,637685.0,0.0,0.0,0.2,4.45,0.2,NonResidential,Residence Hall,4,NORTHEAST,47.6617,-122.31007
26909.0,2016.0,1926.0,1.0,3.0,27487.0,0.0,58.0,1594504.875,0.0,1188459.0,2.4,65.95,2.4,NonResidential,Residence Hall,4,NORTHEAST,47.66289,-122.30863
26911.0,2016.0,1926.0,1.0,4.0,23616.0,0.0,70.09999847,1656420.25,0.0,912493.0,2.27,53.65,2.27,NonResidential,Residence Hall,4,NORTHEAST,47.66164,-122.30874
